P31Z19UDEC01;86.90;352.80;6.57;9.87;33.70;-36.829636;-73.035541;2016-01-01;8:26:0
P31Z19UDEC01;47.23;88.44;6.20;85.01;79.60;-36.830721;-73.037594;2016-01-01;8:27:0
P31Z19UDEC01;253.77;221.88;6.77;12.22;50.61;-36.829541;-73.037048;2016-01-01;8:28:0
P31Z19UDEC01;138.11;77.88;3.88;7.24;77.11;-36.830634;-73.035008;2016-01-01;8:29:0
P31Z19UDEC01;168.97;353.45;7.58;2.57;24.05;-36.829461;-73.036258;2016-01-01;8:30:0
P31Z19UDEC01;272.13;75.50;3.67;93.70;53.91;-36.829058;-73.036894;2016-01-01;8:31:0
P31Z19UDEC01;192.22;277.46;1.61;30.53;59.24;-36.829703;-73.035669;2016-01-01;8:32:0
P31Z19UDEC01;127.29;317.52;1.76;86.43;22.09;-36.830916;-73.038095;2016-01-01;8:33:0
P31Z19UDEC01;268.52;61.18;0.11;99.87;45.28;-36.829687;-73.035815;2016-01-01;8:34:0
P31Z19UDEC01;132.48;325.27;7.32;41.90;45.83;-36.829620;-73.035530;2016-01-01;8:35:0
P31Z19UDEC01;51.56;164.71;6.44;46.47;77.69;-36.829955;-73.035574;2016-01-01;8:36:0
P31Z19UDEC01;60.29;281.05;6.31;94.59;36.08;-36.829209;-73.038187;2016-01-01;8:37:0
P31Z19UDEC01;246.74;302.36;7.52;99.61;48.39;-36.830783;-73.035788;2016-01-01;8:38:0
P31Z19UDEC01;117.93;21.35;8.81;9.46;32.10;-36.830418;-73.037681;2016-01-01;8:39:0
P31Z19UDEC01;144.56;294.82;7.98;61.83;17.79;-36.829295;-73.035132;2016-01-01;8:40:0
P31Z19UDEC01;177.56;159.01;4.22;47.12;7.60;-36.829476;-73.036072;2016-01-01;8:41:0
P31Z19UDEC01;62.24;340.00;4.38;12.62;7.21;-36.830292;-73.036564;2016-01-01;8:42:0
P31Z19UDEC01;225.72;34.75;6.44;46.81;93.09;-36.831173;-73.036651;2016-01-01;8:43:0
P31Z19UDEC01;278.04;91.08;4.23;22.04;59.47;-36.830447;-73.037866;2016-01-01;8:44:0
P31Z19UDEC01;269.21;357.32;9.27;42.47;39.78;-36.829839;-73.035987;2016-01-01;8:45:0
P31Z19UDEC01;337.72;244.33;3.02;82.48;6.03;-36.829095;-73.035889;2016-01-01;8:46:0
P31Z19UDEC01;201.94;91.62;0.54;54.11;52.33;-36.830084;-73.035143;2016-01-01;8:47:0
P31Z19UDEC01;177.37;114.31;2.14;53.01;12.36;-36.830401;-73.036007;2016-01-01;8:48:0
P31Z19UDEC01;115.51;42.30;3.78;51.30;14.72;-36.830864;-73.035246;2016-01-01;8:49:0
P31Z19UDEC01;116.48;206.43;5.92;13.84;23.37;-36.829023;-73.034527;2016-01-01;8:50:0
P31Z19UDEC01;260.31;261.49;3.10;67.95;83.34;-36.831170;-73.037617;2016-01-01;8:51:0
P31Z19UDEC01;93.61;255.10;1.26;42.84;77.61;-36.829701;-73.035861;2016-01-01;8:52:0
P31Z19UDEC01;28.50;320.24;4.16;94.75;9.08;-36.831105;-73.037122;2016-01-01;8:53:0
P31Z19UDEC01;144.78;92.10;0.09;25.34;86.41;-36.829135;-73.037798;2016-01-01;8:54:0
P31Z19UDEC01;254.54;192.65;7.37;7.46;51.74;-36.830611;-73.038259;2016-01-01;8:55:0
P31Z19UDEC01;218.89;330.41;7.93;66.51;52.04;-36.830915;-73.037612;2016-01-01;8:56:0
P31Z19UDEC01;86.83;94.73;7.46;49.94;52.06;-36.830453;-73.034775;2016-01-01;8:57:0
P31Z19UDEC01;9.61;34.36;1.80;66.02;87.48;-36.830951;-73.034636;2016-01-01;8:58:0
P31Z19UDEC01;236.65;162.98;2.95;17.87;24.59;-36.829351;-73.035796;2016-01-01;8:59:0
P31Z19UDEC01;104.87;227.85;8.92;77.22;56.95;-36.830680;-73.036364;2016-01-01;9:0:0
P31Z19UDEC01;243.68;279.04;9.06;72.00;64.25;-36.828971;-73.037123;2016-01-01;9:1:0
P31Z19UDEC01;127.99;153.88;1.92;17.62;98.08;-36.829892;-73.036344;2016-01-01;9:2:0
P31Z19UDEC01;113.41;3.94;4.13;55.16;91.12;-36.830240;-73.037048;2016-01-01;9:3:0
P31Z19UDEC01;297.35;347.71;9.80;39.51;36.00;-36.829738;-73.036613;2016-01-01;9:4:0
P31Z19UDEC01;282.47;255.63;9.84;75.68;58.17;-36.829085;-73.035840;2016-01-01;9:5:0
P31Z19UDEC01;176.76;213.45;3.36;35.78;24.82;-36.829008;-73.037294;2016-01-01;9:6:0
P31Z19UDEC01;31.57;16.39;5.34;5.31;9.07;-36.829485;-73.035071;2016-01-01;9:7:0
P31Z19UDEC01;275.15;220.04;1.31;32.48;1.58;-36.829535;-73.036242;2016-01-01;9:8:0
P31Z19UDEC01;341.24;129.49;4.23;85.68;9.54;-36.829711;-73.038028;2016-01-01;9:9:0
P31Z19UDEC01;316.95;47.65;8.80;73.14;55.66;-36.830937;-73.035788;2016-01-01;9:10:0
P31Z19UDEC01;347.48;350.49;5.82;74.69;39.77;-36.830480;-73.035855;2016-01-01;9:11:0
P31Z19UDEC01;226.28;148.53;7.13;23.97;73.47;-36.829525;-73.035016;2016-01-01;9:12:0
P31Z19UDEC01;60.10;357.28;3.70;79.85;72.25;-36.829793;-73.037937;2016-01-01;9:13:0
P31Z19UDEC01;184.43;294.84;1.93;16.17;71.90;-36.830053;-73.035202;2016-01-01;9:14:0
P31Z19UDEC01;153.25;6.23;5.46;97.68;55.09;-36.829387;-73.038169;2016-01-01;9:15:0
P31Z19UDEC01;106.25;315.99;0.67;91.09;86.87;-36.829677;-73.036701;2016-01-01;9:16:0
P31Z19UDEC01;46.08;54.52;7.00;2.98;59.18;-36.829910;-73.037235;2016-01-01;9:17:0
P31Z19UDEC01;136.24;253.44;7.33;60.36;35.05;-36.828953;-73.035226;2016-01-01;9:18:0
P31Z19UDEC01;335.39;276.06;4.93;61.06;28.39;-36.829517;-73.036313;2016-01-01;9:19:0
P31Z19UDEC01;217.90;16.96;8.05;50.69;77.00;-36.830315;-73.036829;2016-01-01;9:20:0
P31Z19UDEC01;6.16;248.43;4.38;25.51;7.83;-36.828872;-73.037743;2016-01-01;9:21:0
P31Z19UDEC01;162.23;80.70;0.56;28.90;20.73;-36.830820;-73.038044;2016-01-01;9:22:0
P31Z19UDEC01;1.13;340.46;8.78;16.46;18.13;-36.830626;-73.035359;2016-01-01;9:23:0
P31Z19UDEC01;141.90;252.79;5.81;60.90;25.26;-36.831042;-73.038178;2016-01-01;9:24:0
P31Z19UDEC01;98.29;124.34;0.97;51.19;82.91;-36.829220;-73.037016;2016-01-01;9:25:0
P31Z19UDEC01;317.29;43.95;6.33;42.53;53.01;-36.829723;-73.037141;2016-01-01;9:26:0
P31Z19UDEC01;187.60;111.67;6.22;24.01;25.06;-36.831028;-73.036844;2016-01-01;9:27:0
P31Z19UDEC01;191.40;35.84;3.76;81.64;79.30;-36.829820;-73.037107;2016-01-01;9:28:0
P31Z19UDEC01;73.86;288.46;0.18;17.50;13.06;-36.829740;-73.034568;2016-01-01;9:29:0
P31Z19UDEC01;150.80;125.62;5.54;17.71;36.52;-36.829313;-73.038221;2016-01-01;9:30:0
P31Z19UDEC01;244.70;5.37;1.80;38.23;88.47;-36.829361;-73.036717;2016-01-01;9:31:0
P31Z19UDEC01;284.89;120.52;1.00;62.69;70.87;-36.829007;-73.035056;2016-01-01;9:32:0
P31Z19UDEC01;133.89;211.13;0.75;48.91;29.07;-36.830263;-73.036049;2016-01-01;9:33:0
P31Z19UDEC01;169.78;141.63;8.81;84.69;30.04;-36.830898;-73.035257;2016-01-01;9:34:0
P31Z19UDEC01;281.48;35.68;9.86;74.54;30.73;-36.829366;-73.037294;2016-01-01;9:35:0
P31Z19UDEC01;299.30;53.51;6.78;86.61;70.05;-36.829790;-73.036479;2016-01-01;9:36:0
P31Z19UDEC01;67.38;146.44;2.26;1.91;63.48;-36.830673;-73.035222;2016-01-01;9:37:0
P31Z19UDEC01;151.75;282.09;5.80;74.85;41.41;-36.829339;-73.037257;2016-01-01;9:38:0
P31Z19UDEC01;25.94;216.60;3.42;45.17;41.16;-36.831050;-73.035132;2016-01-01;9:39:0
P31Z19UDEC01;161.77;189.71;0.35;39.67;93.89;-36.830067;-73.037383;2016-01-01;9:40:0
P31Z19UDEC01;116.65;303.94;3.66;62.55;26.89;-36.830358;-73.035290;2016-01-01;9:41:0
P31Z19UDEC01;114.57;0.48;4.27;33.76;65.40;-36.829305;-73.036662;2016-01-01;9:42:0
P31Z19UDEC01;149.56;219.08;9.64;96.19;29.87;-36.829301;-73.037353;2016-01-01;9:43:0
P31Z19UDEC01;341.64;129.10;0.15;56.32;45.94;-36.829182;-73.036013;2016-01-01;9:44:0
P31Z19UDEC01;101.18;71.49;6.60;84.22;29.08;-36.829019;-73.037542;2016-01-01;9:45:0
P31Z19UDEC01;94.82;329.57;9.21;34.89;66.05;-36.829244;-73.036524;2016-01-01;9:46:0
P31Z19UDEC01;279.53;186.44;0.30;24.00;93.20;-36.830680;-73.036265;2016-01-01;9:47:0
P31Z19UDEC01;263.76;85.98;1.38;36.66;36.08;-36.829155;-73.035253;2016-01-01;9:48:0
P31Z19UDEC01;244.34;334.06;6.58;64.23;29.22;-36.830005;-73.035486;2016-01-01;9:49:0
P31Z19UDEC01;180.96;97.85;4.37;82.39;23.19;-36.829229;-73.038013;2016-01-01;9:50:0
P31Z19UDEC01;334.99;101.42;7.10;78.99;20.70;-36.830811;-73.036764;2016-01-01;9:51:0
P31Z19UDEC01;294.49;200.27;2.25;14.82;34.86;-36.829212;-73.038134;2016-01-01;9:52:0
P31Z19UDEC01;140.54;191.19;0.89;58.64;30.75;-36.830258;-73.037911;2016-01-01;9:53:0
P31Z19UDEC01;353.98;287.79;9.63;72.68;87.65;-36.829109;-73.035219;2016-01-01;9:54:0
P31Z19UDEC01;247.55;64.38;6.19;64.10;46.24;-36.829387;-73.035937;2016-01-01;9:55:0
P31Z19UDEC01;100.19;209.30;6.11;3.13;5.21;-36.828982;-73.036992;2016-01-01;9:56:0
P31Z19UDEC01;306.01;87.77;3.28;62.71;64.42;-36.831042;-73.034669;2016-01-01;9:57:0
P31Z19UDEC01;55.10;201.43;7.65;73.30;69.50;-36.829347;-73.037347;2016-01-01;9:58:0
P31Z19UDEC01;259.58;143.51;9.70;79.60;52.37;-36.830066;-73.035263;2016-01-01;9:59:0
P31Z19UDEC01;176.66;4.64;5.69;78.44;14.42;-36.830546;-73.036645;2016-01-01;10:0:0
P31Z19UDEC01;183.33;173.11;2.58;85.32;45.52;-36.830331;-73.034622;2016-01-01;10:1:0
P31Z19UDEC01;26.76;178.53;4.80;32.69;3.73;-36.830824;-73.035351;2016-01-01;10:2:0
P31Z19UDEC01;55.08;68.66;6.37;10.69;25.63;-36.830978;-73.038096;2016-01-01;10:3:0
P31Z19UDEC01;194.48;9.96;0.38;73.90;14.94;-36.830450;-73.037980;2016-01-01;10:4:0
P31Z19UDEC01;130.22;336.86;5.67;50.63;29.44;-36.830233;-73.035437;2016-01-01;10:5:0
P31Z19UDEC01;264.48;32.50;2.98;84.61;78.18;-36.830389;-73.037742;2016-01-01;10:6:0
P31Z19UDEC01;154.45;150.40;1.05;43.54;15.54;-36.829575;-73.034685;2016-01-01;10:7:0
P31Z19UDEC01;233.37;179.92;9.39;6.60;62.48;-36.830571;-73.035896;2016-01-01;10:8:0
P31Z19UDEC01;119.51;331.42;9.68;43.18;3.48;-36.829093;-73.036748;2016-01-01;10:9:0
P31Z19UDEC01;64.31;359.63;3.49;34.22;76.06;-36.830446;-73.037318;2016-01-01;10:10:0
P31Z19UDEC01;186.38;215.81;0.25;99.79;86.24;-36.830205;-73.038024;2016-01-01;10:11:0
P31Z19UDEC01;237.92;115.95;8.79;23.04;67.32;-36.830667;-73.036162;2016-01-01;10:12:0
P31Z19UDEC01;286.32;231.56;2.96;17.68;65.55;-36.830756;-73.035022;2016-01-01;10:13:0
P31Z19UDEC01;150.99;39.98;1.67;75.73;2.03;-36.829235;-73.036024;2016-01-01;10:14:0
P31Z19UDEC01;74.34;320.38;0.15;11.68;70.78;-36.829633;-73.037322;2016-01-01;10:15:0
P31Z19UDEC01;274.59;290.20;8.91;41.56;73.49;-36.829983;-73.034499;2016-01-01;10:16:0
P31Z19UDEC01;286.48;194.55;5.37;28.94;15.51;-36.829386;-73.037899;2016-01-01;10:17:0
P31Z19UDEC01;60.77;76.74;2.65;89.12;49.25;-36.830574;-73.036432;2016-01-01;10:18:0
P31Z19UDEC01;1.13;125.46;3.00;53.92;12.66;-36.830283;-73.037524;2016-01-01;10:19:0
P31Z19UDEC01;155.47;127.87;8.79;51.81;16.21;-36.831005;-73.036228;2016-01-01;10:20:0
P31Z19UDEC01;57.92;335.14;8.69;56.53;84.50;-36.830182;-73.035530;2016-01-01;10:21:0
P31Z19UDEC01;251.39;238.15;2.84;44.39;63.92;-36.829118;-73.037553;2016-01-01;10:22:0
P31Z19UDEC01;149.40;324.18;7.31;48.27;11.91;-36.830129;-73.037915;2016-01-01;10:23:0
P31Z19UDEC01;239.15;225.44;9.74;61.39;46.02;-36.830905;-73.034747;2016-01-01;10:24:0
P31Z19UDEC01;27.08;261.00;6.15;22.18;88.81;-36.830669;-73.035725;2016-01-01;10:25:0
P31Z19UDEC01;35.66;311.70;0.54;16.80;84.11;-36.829272;-73.035542;2016-01-01;10:26:0
P31Z19UDEC01;155.98;3.43;6.30;39.77;46.63;-36.829051;-73.036330;2016-01-01;10:27:0
P31Z19UDEC01;209.32;329.08;8.15;4.92;85.48;-36.828956;-73.037438;2016-01-01;10:28:0
P31Z19UDEC01;61.07;1.93;9.77;31.38;41.61;-36.829064;-73.036904;2016-01-01;10:29:0
P31Z19UDEC01;29.95;307.74;3.52;80.03;50.65;-36.829632;-73.037040;2016-01-01;10:30:0
P31Z19UDEC01;136.38;327.53;1.74;36.11;5.66;-36.830097;-73.038094;2016-01-01;10:31:0
P31Z19UDEC01;245.18;316.21;8.98;97.32;68.40;-36.831134;-73.034721;2016-01-01;10:32:0
P31Z19UDEC01;108.65;233.08;5.69;80.51;54.10;-36.829209;-73.036991;2016-01-01;10:33:0
P31Z19UDEC01;316.90;144.92;4.33;77.79;87.46;-36.830390;-73.035761;2016-01-01;10:34:0
P31Z19UDEC01;181.79;174.44;4.78;90.50;42.80;-36.829497;-73.035023;2016-01-01;10:35:0
P31Z19UDEC01;355.46;233.27;2.34;1.87;13.60;-36.829728;-73.036544;2016-01-01;10:36:0
P31Z19UDEC01;196.61;222.25;6.32;11.92;29.31;-36.829021;-73.037381;2016-01-01;10:37:0
P31Z19UDEC01;134.83;239.44;0.39;42.80;23.65;-36.829995;-73.036478;2016-01-01;10:38:0
P31Z19UDEC01;117.57;246.42;0.47;94.32;93.41;-36.830715;-73.036889;2016-01-01;10:39:0
P31Z19UDEC01;316.29;113.63;5.31;96.29;9.96;-36.830722;-73.036527;2016-01-01;10:40:0
P31Z19UDEC01;174.53;42.23;0.27;79.69;88.74;-36.830325;-73.036779;2016-01-01;10:41:0
P31Z19UDEC01;209.28;224.22;2.38;5.53;0.38;-36.829204;-73.036427;2016-01-01;10:42:0
P31Z19UDEC01;280.20;260.47;6.67;76.74;46.11;-36.829032;-73.037017;2016-01-01;10:43:0
P31Z19UDEC01;263.47;290.02;5.82;44.83;86.23;-36.831080;-73.038236;2016-01-01;10:44:0
P31Z19UDEC01;268.00;333.41;5.62;12.60;7.41;-36.829459;-73.036762;2016-01-01;10:45:0
P31Z19UDEC01;63.35;252.03;4.16;86.83;24.26;-36.830638;-73.035717;2016-01-01;10:46:0
P31Z19UDEC01;32.87;272.09;6.18;75.94;55.08;-36.829722;-73.035539;2016-01-01;10:47:0
P31Z19UDEC01;306.14;61.64;8.63;35.73;55.75;-36.829165;-73.035648;2016-01-01;10:48:0
P31Z19UDEC01;29.46;254.51;0.13;44.61;84.84;-36.829745;-73.036672;2016-01-01;10:49:0
P31Z19UDEC01;250.91;108.77;3.82;82.69;53.84;-36.829139;-73.037486;2016-01-01;10:50:0
P31Z19UDEC01;140.55;268.69;0.90;14.94;24.48;-36.829749;-73.036027;2016-01-01;10:51:0
P31Z19UDEC01;92.12;158.98;3.38;78.49;6.14;-36.830911;-73.036522;2016-01-01;10:52:0
P31Z19UDEC01;294.45;190.88;8.45;91.99;95.26;-36.829793;-73.035506;2016-01-01;10:53:0
P31Z19UDEC01;256.95;352.57;3.29;8.80;45.20;-36.830460;-73.034937;2016-01-01;10:54:0
P31Z19UDEC01;327.63;161.64;2.83;49.05;81.34;-36.829535;-73.035404;2016-01-01;10:55:0
P31Z19UDEC01;55.41;73.01;5.41;26.79;54.34;-36.831085;-73.035797;2016-01-01;10:56:0
P31Z19UDEC01;32.23;10.39;4.42;7.08;41.22;-36.829353;-73.036788;2016-01-01;10:57:0
P31Z19UDEC01;145.86;65.45;4.50;68.71;55.44;-36.829038;-73.037474;2016-01-01;10:58:0
P31Z19UDEC01;247.96;8.31;1.94;16.43;70.20;-36.829669;-73.036254;2016-01-01;10:59:0
P31Z19UDEC01;160.09;87.74;9.73;8.76;90.84;-36.829665;-73.034807;2016-01-01;11:0:0
P31Z19UDEC01;308.49;240.17;3.45;93.21;47.71;-36.829698;-73.036618;2016-01-01;11:1:0
P31Z19UDEC01;48.97;7.60;3.95;18.16;55.12;-36.830378;-73.035726;2016-01-01;11:2:0
P31Z19UDEC01;122.54;275.45;1.60;18.79;71.40;-36.830019;-73.038090;2016-01-01;11:3:0
P31Z19UDEC01;252.73;123.28;4.05;22.19;20.28;-36.830868;-73.035602;2016-01-01;11:4:0
P31Z19UDEC01;94.18;129.64;8.64;55.64;26.86;-36.830113;-73.034662;2016-01-01;11:5:0
P31Z19UDEC01;118.19;249.41;6.77;33.87;48.16;-36.829382;-73.037495;2016-01-01;11:6:0
P31Z19UDEC01;161.11;232.55;2.38;9.92;6.75;-36.830324;-73.035555;2016-01-01;11:7:0
P31Z19UDEC01;100.22;13.71;6.78;36.90;76.02;-36.831166;-73.035848;2016-01-01;11:8:0
P31Z19UDEC01;243.65;2.68;0.99;32.27;47.30;-36.830865;-73.035634;2016-01-01;11:9:0
P31Z19UDEC01;271.25;259.25;6.11;58.80;97.65;-36.830137;-73.036382;2016-01-01;11:10:0
P31Z19UDEC01;209.51;138.36;7.92;15.95;79.65;-36.829801;-73.035192;2016-01-01;11:11:0
P31Z19UDEC01;178.45;326.69;5.60;54.62;77.90;-36.829273;-73.037576;2016-01-01;11:12:0
P31Z19UDEC01;249.40;139.83;2.75;22.93;15.86;-36.830650;-73.036524;2016-01-01;11:13:0
P31Z19UDEC01;10.75;252.00;3.99;24.39;1.04;-36.829152;-73.036706;2016-01-01;11:14:0
P31Z19UDEC01;114.36;121.20;5.94;77.50;30.91;-36.829221;-73.034509;2016-01-01;11:15:0
P31Z19UDEC01;187.22;207.13;4.38;12.80;61.34;-36.829239;-73.035875;2016-01-01;11:16:0
P31Z19UDEC01;9.57;125.92;5.78;21.81;94.90;-36.829136;-73.035673;2016-01-01;11:17:0
P31Z19UDEC01;82.81;335.83;9.90;13.34;84.28;-36.829724;-73.036007;2016-01-01;11:18:0
P31Z19UDEC01;296.93;118.68;8.83;19.06;34.51;-36.828979;-73.035182;2016-01-01;11:19:0
P31Z19UDEC01;348.41;58.37;8.02;95.54;77.36;-36.830453;-73.034551;2016-01-01;11:20:0
P31Z19UDEC01;96.62;68.37;6.73;87.52;62.09;-36.830202;-73.037690;2016-01-01;11:21:0
P31Z19UDEC01;228.59;92.71;0.25;33.72;71.46;-36.829783;-73.036633;2016-01-01;11:22:0
P31Z19UDEC01;315.76;46.57;8.31;92.74;22.35;-36.829044;-73.037594;2016-01-01;11:23:0
P31Z19UDEC01;56.94;172.82;0.78;17.96;88.67;-36.830153;-73.036008;2016-01-01;11:24:0
P31Z19UDEC01;172.72;274.81;7.91;19.30;74.87;-36.830190;-73.036094;2016-01-01;11:25:0
P31Z19UDEC01;190.79;45.41;0.44;88.19;57.11;-36.830653;-73.037959;2016-01-01;11:26:0
P31Z19UDEC01;37.27;185.98;7.99;67.92;38.09;-36.829528;-73.037114;2016-01-01;11:27:0
P31Z19UDEC01;270.89;113.19;2.48;14.62;2.69;-36.830039;-73.035800;2016-01-01;11:28:0
P31Z19UDEC01;193.52;254.26;2.08;86.44;91.29;-36.829752;-73.035317;2016-01-01;11:29:0
P31Z19UDEC01;172.62;289.12;2.00;97.86;22.48;-36.830954;-73.038128;2016-01-01;11:30:0
P31Z19UDEC01;317.08;39.47;9.00;70.80;72.27;-36.830315;-73.037886;2016-01-01;11:31:0
P31Z19UDEC01;223.51;292.77;5.08;20.50;73.40;-36.830296;-73.037143;2016-01-01;11:32:0
P31Z19UDEC01;101.55;75.48;0.12;1.64;45.07;-36.830747;-73.034978;2016-01-01;11:33:0
P31Z19UDEC01;114.46;316.98;4.46;68.26;42.23;-36.830248;-73.035185;2016-01-01;11:34:0
P31Z19UDEC01;38.03;274.83;5.11;32.54;82.81;-36.829547;-73.035071;2016-01-01;11:35:0
P31Z19UDEC01;279.13;140.96;4.38;74.55;61.96;-36.828940;-73.035299;2016-01-01;11:36:0
P31Z19UDEC01;58.18;230.11;3.77;73.22;93.95;-36.829638;-73.034887;2016-01-01;11:37:0
P31Z19UDEC01;76.45;56.56;7.20;65.38;72.61;-36.830649;-73.036476;2016-01-01;11:38:0
P31Z19UDEC01;223.85;157.88;7.57;76.15;37.13;-36.829408;-73.036721;2016-01-01;11:39:0
P31Z19UDEC01;145.24;312.00;8.75;19.78;47.40;-36.829877;-73.034679;2016-01-01;11:40:0
P31Z19UDEC01;261.30;109.93;1.39;54.16;89.37;-36.830716;-73.035691;2016-01-01;11:41:0
P31Z19UDEC01;12.60;226.18;6.62;88.56;9.72;-36.831129;-73.035885;2016-01-01;11:42:0
P31Z19UDEC01;276.74;278.44;1.50;9.65;43.42;-36.830652;-73.036117;2016-01-01;11:43:0
P31Z19UDEC01;169.37;186.93;1.32;23.69;62.82;-36.830203;-73.037079;2016-01-01;11:44:0
P31Z19UDEC01;219.48;237.47;9.26;3.59;63.80;-36.830247;-73.035633;2016-01-01;11:45:0
P31Z19UDEC01;241.77;224.74;4.48;13.69;85.13;-36.828906;-73.035071;2016-01-01;11:46:0
P31Z19UDEC01;18.56;267.86;3.36;25.95;59.04;-36.829025;-73.038024;2016-01-01;11:47:0
P31Z19UDEC01;267.39;72.61;9.89;49.09;90.17;-36.830202;-73.034962;2016-01-01;11:48:0
P31Z19UDEC01;211.62;218.94;8.43;91.12;69.93;-36.830389;-73.035399;2016-01-01;11:49:0
P31Z19UDEC01;50.59;91.49;3.74;53.27;96.19;-36.830771;-73.036607;2016-01-01;11:50:0
P31Z19UDEC01;221.63;332.93;2.14;72.51;4.18;-36.831028;-73.034984;2016-01-01;11:51:0
P31Z19UDEC01;304.22;313.82;1.78;70.85;52.19;-36.830098;-73.035423;2016-01-01;11:52:0
P31Z19UDEC01;310.09;277.22;0.87;76.40;51.36;-36.830540;-73.037254;2016-01-01;11:53:0
P31Z19UDEC01;330.83;290.83;4.59;39.41;28.27;-36.830885;-73.037020;2016-01-01;11:54:0
P31Z19UDEC01;113.05;47.53;7.65;97.26;5.46;-36.830200;-73.035111;2016-01-01;11:55:0
P31Z19UDEC01;322.71;322.66;6.52;43.72;15.64;-36.830089;-73.036072;2016-01-01;11:56:0
P31Z19UDEC01;341.35;92.42;0.54;64.55;88.43;-36.830343;-73.038197;2016-01-01;11:57:0
P31Z19UDEC01;187.00;268.00;4.73;14.44;26.63;-36.829641;-73.035619;2016-01-01;11:58:0
P31Z19UDEC01;346.53;339.71;7.19;14.32;19.31;-36.829631;-73.036411;2016-01-01;11:59:0
P31Z19UDEC01;262.57;64.54;8.18;16.95;64.45;-36.830609;-73.035281;2016-01-01;12:0:0
P31Z19UDEC01;281.22;329.89;1.67;40.12;89.87;-36.829628;-73.037831;2016-01-01;12:1:0
P31Z19UDEC01;326.37;307.59;5.24;85.04;9.05;-36.830463;-73.036668;2016-01-01;12:2:0
P31Z19UDEC01;185.33;63.21;5.31;38.21;49.94;-36.829863;-73.036126;2016-01-01;12:3:0
P31Z19UDEC01;245.08;63.52;0.39;44.78;31.19;-36.830015;-73.035740;2016-01-01;12:4:0
P31Z19UDEC01;148.53;330.27;2.97;60.49;31.65;-36.830814;-73.034604;2016-01-01;12:5:0
P31Z19UDEC01;115.43;80.23;8.18;50.91;58.52;-36.830235;-73.036597;2016-01-01;12:6:0
P31Z19UDEC01;216.94;67.51;9.89;3.48;71.63;-36.831087;-73.036521;2016-01-01;12:7:0
P31Z19UDEC01;336.76;232.05;9.14;95.17;20.52;-36.830196;-73.035647;2016-01-01;12:8:0
P31Z19UDEC01;185.91;227.23;5.29;39.01;38.71;-36.829715;-73.035413;2016-01-01;12:9:0
